Gene,DNAse,H3K20me3,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K9me3
ENSMUSG00000028433,295.7430911,3172.313573,3223.167406,11773.02152,16804.46017,30015.94765,95655.83166,3681.364631
ENSMUSG00000028434,567.8899693,4952.778175,34641.94572,4377.664545,8865.64252,17181.18285,33033.59196,3854.77274
ENSMUSG00000028435,364.790174,4201.753146,20970.71324,7579.471896,26504.32144,19592.9207,32785.17892,2351.385512
ENSMUSG00000028436,324.1489253,3167.489989,3427.388873,16933.88186,18909.63523,25050.72797,90367.87157,3909.35083
ENSMUSG00000028437,425.1949846,3553.130435,3052.781822,5405.570223,8683.344465,16195.03225,39018.52074,2363.303132
ENSMUSG00000028438,478.5767656,5290.827231,4058.252789,5749.958309,8467.129362,21216.9586,79963.30349,5455.360126
ENSMUSG00000028439,177.6177073,4180.478547,17870.65432,2976.783467,6252.268021,4510.354405,13089.07787,3199.456879
ENSMUSG00000028441,364.1530194,5113.083882,22388.4543,3950.096181,12539.31429,27723.84203,46401.84368,2724.968893
ENSMUSG00000028443,487.0946776,4665.994422,4226.136084,6066.43085,9060.452732,22145.2342,81209.27317,4703.299342
ENSMUSG00000028444,571.747697,37.07093822,116.2791762,0,230.0045767,142.7231121,220.3661327,40.90160183
ENSMUSG00000028445,244.3940635,3251.347826,33247.98577,5132.108624,11396.34132,16061.42649,30058.76244,4283.696081
ENSMUSG00000028447,374.4918117,3907.312071,15906.07351,8508.162471,14102.31515,14325.59411,48556.62507,5012.831808
ENSMUSG00000028451,163.3602866,3461.482623,10279.34311,3838.282823,2243.260297,1446.83381,3696.16333,2476.608338
ENSMUSG00000028452,646.488741,3401.369994,3121.836098,18942.09082,18421.44572,27486.4985,61641.51974,2468.223184
ENSMUSG00000028453,198.6054248,2818.999571,2572.968035,9852.459382,9756.39774,13887.18628,46856.68507,2541.220752
ENSMUSG00000028454,287.0296827,3393.739703,5428.626502,27632.57973,14464.79098,17861.86921,77627.64846,2298.764159
ENSMUSG00000028455,255.1218014,2683.770953,5379.052417,12550.22626,10650.71496,21740.53633,78232.79555,1474.331164
ENSMUSG00000028456,89.91299898,3774.593965,1568.294122,4113.416762,3956.598184,1449.477117,1838.814073,2498.69365
ENSMUSG00000028457,135.9882293,4246.008367,6662.305993,4705.977403,9476.667477,10064.90646,13911.79269,3279.781894
ENSMUSG00000028458,770.1535312,1836.610769,8767.361985,4722.710955,10604.90754,18309.87493,67500.5783,2295.482766
ENSMUSG00000028459,272.3444217,3239.835169,32446.18099,3101.277603,7464.195938,6810.965389,12131.2781,3903.91333
ENSMUSG00000028460,169.8991812,1250.01752,7242.494565,1884.798269,5760.982122,4262.731479,3610.672054,2330.439502
ENSMUSG00000028461,320.9411464,3962.748498,6273.060998,13346.82151,13277.77431,18748.24385,50476.44787,1574.124356
ENSMUSG00000028463,179.9836233,2947.156393,18613.94136,6259.142162,17390.49149,18199.2967,23407.7864,3788.946367
ENSMUSG00000028464,445.5788127,2989.829162,25368.248,4566.931922,15600.89467,28826.41505,44806.88201,2507.247283
ENSMUSG00000028465,551.488741,5788.86127,5095.497283,14783.93957,31801.74492,48560.52388,82548.09654,3961.250787
ENSMUSG00000028466,539.9104401,5778.677489,5143.180492,14971.84118,30748.53969,46851.48312,81839.6087,4007.402818
ENSMUSG00000028467,373.8172979,5242.118636,7173.806279,13009.99471,21021.57094,26134.75679,72452.71603,4494.286899
ENSMUSG00000028468,371.9007165,4811.532394,7145.535612,14584.8592,18653.53919,24887.44794,72129.46775,4356.550629
ENSMUSG00000028469,362.7205732,2950.868278,48060.2608,3065.771882,9253.120566,14570.46653,35812.38358,4518.066362
ENSMUSG00000028470,620.7911975,5515.336885,7272.138372,5774.694436,10621.60526,18120.62414,64153.74135,3043.267019
ENSMUSG00000028475,228.0317298,2860.976974,13824.5093,4755.436785,6563.517162,4662.136799,11732.35548,2670.647955
ENSMUSG00000028476,395.6693961,2469.333596,9629.756579,4081.138015,5785.80349,12910.70774,48642.30871,3905.082237
ENSMUSG00000028478,409.5742068,4199.394022,3171.979548,18339.02074,14593.11685,27266.32866,108262.394,2685.382723
ENSMUSG00000028479,159.1550665,3466.884225,8222.644665,2755.629505,10240.89474,7748.977403,8482.545266,3043.274743
ENSMUSG00000028480,497.6325486,4645.446367,13697.97855,7855.845109,19492.64188,36242.77825,71436.70495,3734.576945
ENSMUSG00000028483,334.5900716,10124.19036,2917.407895,10642.64602,19688.01344,27761.20867,92824.68535,5604.638587
ENSMUSG00000028484,505.2625384,4602.772597,2196.109268,25119.44143,22866.56157,20849.77639,49756.07137,2354.29734
ENSMUSG00000028487,93.55578301,2695.245924,3195.183066,6993.700372,5872.162042,1794.32008,4251.018736,2110.850329
ENSMUSG00000028488,291.6842375,6003.512586,14785.69172,7495.506293,15166.6353,21717.79741,83462.062,3441.408181
ENSMUSG00000028492,131.3039918,2516.280749,12866.28003,4183.793049,3611.085526,1295.021024,2447.564645,6244.221896
ENSMUSG00000028494,244.0864893,2778.811499,4002.499499,7293.107766,18253.28883,10277.24228,15035.20545,2168.05349
ENSMUSG00000028495,272.3520983,3449.173985,3190.039402,27038.43907,9326.574585,22277.2352,110016.992,3810.149099
ENSMUSG00000028496,475.8341863,3812.435569,34886.82702,4800.693793,9750.584025,23751.16011,44962.31486,1726.64917
ENSMUSG00000028497,165.6842375,5044.111127,6004.695152,4100.383653,5953.818364,7935.348756,10188.94222,2548.585669
ENSMUSG00000028514,358.9974411,3658.136728,2929.503146,7840.325944,24135.57251,38587.21568,86752.76301,2765.900958
ENSMUSG00000028517,355.1330604,3639.309425,6738.836957,11848.46711,21950.57909,22562.85011,86208.96846,3043.442649
ENSMUSG00000028518,334.3357216,4205.597039,11454.42727,6322.568221,11297.2417,15747.97247,60291.2982,2961.446868
ENSMUSG00000028519,399.1596725,3702.741705,24044.62993,2586.996711,10170.35126,18448.01201,69539.01409,3191.981765
ENSMUSG00000028520,97.53377687,2608.892162,3912.23012,2949.066076,1435.718678,290.6776316,3288.351545,1711.704162
ENSMUSG00000028521,430.6576254,3269.27603,3771.984482,10033.63759,11178.76309,13579.31086,45958.9631,3003.520309
ENSMUSG00000028522,711.2338792,3595.523956,3470.410398,14251.23255,20886.7977,32596.64846,99617.06579,2070.732265
ENSMUSG00000028523,172.0025589,6010.860054,6339.276244,4782.686284,4157.884368,1656.239202,6393.36127,3405.92284
ENSMUSG00000028524,216.2911975,3551.559068,20596.03261,3928.817077,4645.031608,13637.28089,21693.98927,3099.652818
ENSMUSG00000028525,84.08444217,3603.164188,5472.620137,2597.977403,1757.149528,1814.601259,2992.057494,3845.699085
ENSMUSG00000028527,368.616172,2797.870709,12043.33824,6516.933352,9658.197726,17176.34146,66449.35441,2470.52653
ENSMUSG00000028528,259.9877175,5513.045981,7794.271167,9275.510369,17815.25658,25806.61613,37373.66876,3843.411828
ENSMUSG00000028530,487.0762538,2689.91004,8862.479834,5131.237557,6889.944222,7246.51752,59220.61999,1586.864989
ENSMUSG00000028532,376.6212897,3064.87879,29853.1034,2652.898956,11982.86456,24821.45717,63583.88108,2773.794265
ENSMUSG00000028533,71.13101331,3670.734339,1886.2874,2681.931064,1421.3253,108.7172483,1469.954805,1666.675772
ENSMUSG00000028536,228.9089048,3304.518807,7905.288902,7534.465604,25554.75343,19946.07981,22312.26495,5335.436284
ENSMUSG00000028538,496.7118731,3821.304348,4454.679991,15389.01609,16094.2776,16398.53046,58821.29319,2896.41619
ENSMUSG00000028539,722.1463664,3234.487486,26230.35662,9127.130935,11239.07559,32314.56586,69857.35533,4095.661542
ENSMUSG00000028540,519.0388946,4183.150672,5499.135083,18617.26116,8894.682852,17871.50093,58027.75386,2271.152531
ENSMUSG00000028541,541.6218014,5359.096682,11743.6413,25613.90389,15127.18285,21467.35598,73114.42813,5111.353976
ENSMUSG00000028542,618.9089048,3259.030964,12089.84747,5041.660612,15729.37293,27899.08731,92533.91219,3004.108624
ENSMUSG00000028544,79.42732856,2648.897454,5010.641376,2013.030749,1790.923341,72.21817792,3061.83853,1406.627217
ENSMUSG00000028545,355.3868987,3918.233767,10791.46889,7019.035684,14453.00529,18848.246,45310.24242,3878.339745
ENSMUSG00000028546,130.430911,3952.392377,6521.865561,3068.937572,11346.46718,6264.000572,4758.657251,3042.897168
ENSMUSG00000028549,290.6131013,3480.93657,9923.020595,6964.73863,12132.58717,12803.92105,54025.64059,4331.092534
ENSMUSG00000028550,239.4437052,2603.270595,4864.077374,4626.792334,8239.959382,14984.59439,59873.54298,3069.655034
ENSMUSG00000028551,453.0644831,3542.71639,25902.32659,3482.938501,6807.482838,19800.09375,67549.07122,1640.526888
ENSMUSG00000028552,372.2686796,7322.84611,8286.002288,4163.496281,4253.235769,11272.18307,31746.19601,2281.287185
ENSMUSG00000028553,73.27328557,4855.194723,2387.958453,6226.301845,977.510369,908.5226688,1322.3371,2142.455664
ENSMUSG00000028555,336.0148414,4308.244422,26683.33467,3401.356765,3542.21167,10670.58553,28077.91633,2613.928204
ENSMUSG00000028556,329.8085977,4282.509153,12012.15589,6535.708453,11096.38308,12579.69694,40664.1461,2940.099828
ENSMUSG00000028557,512.3930399,3251.321939,7410.179991,4228.121782,8781.109411,13387.82859,43219.30985,2685.682923
ENSMUSG00000028558,119.4979529,3125.972254,7348.520023,3075.461241,5253.022597,1305.152961,3836.949728,2147.131579
ENSMUSG00000028559,326.1867963,3770.459954,3541.393378,4956.573441,7974.639016,18991.20631,77927.51023,3024.185212
ENSMUSG00000028560,522.9554759,4173.509511,2721.696725,6564.170338,10716.54505,35287.18114,122854.1065,2246.839245
ENSMUSG00000028563,182.142784,4099.536685,4360.160827,5238.008295,4226.983767,7065.796267,36444.64931,1802.307208
ENSMUSG00000028565,139.3766633,3603.77746,4009.928633,2541.932995,1719.032895,1148.008438,1745.333667,1697.666047
ENSMUSG00000028567,424.5020471,4617.795624,3251.199085,14303.76673,18973.38058,38300.43064,151689.7925,3211.235412
ENSMUSG00000028568,429.5317298,4319.606264,2772.288902,15287.94222,20247.21138,39273.64574,150578.3595,3132.923055
ENSMUSG00000028571,131.276868,2814.319293,3414.800343,3548.866419,4053.164045,7178.449228,5573.421053,1904.288115
ENSMUSG00000028572,480.1381781,4392.246568,5585.812929,4839.720538,9926.047483,21121.66798,43521.43593,1420.542048
ENSMUSG00000028573,174.8546571,5178.208667,4569.052346,5716.047197,7639.9754,15224.45624,28530.90797,2334.854334
ENSMUSG00000028575,86.07369498,2862.216676,6292.654319,2681.17899,2209.643879,817.889159,1624.860912,4155.929562
ENSMUSG00000028576,269.4201638,2209.065289,1640.233839,3741.369708,8168.295767,17153.38351,28435.84068,1674.73484
ENSMUSG00000028577,252.2569089,4169.56536,2524.441076,10838.91712,14158.10097,24194.84961,91108.94258,2026.480835
ENSMUSG00000028578,222.930911,3761.190789,2160.094966,5506.300915,10330.03189,17071.44765,45427.01831,1533.94415
ENSMUSG00000028580,521.1141249,3399.512228,1186.900887,9619.643521,23478.7407,47110.34504,99969.64359,3585.761442
ENSMUSG00000028581,364.0470829,3108.473398,7390.15482,6999.803633,25977.84833,29624.76695,35718.99964,2925.318435
ENSMUSG00000028582,588.5926305,3755.409253,3835.728046,18291.99349,10560.24078,34651.24292,98812.9852,4616.602689
ENSMUSG00000028583,354.1509724,3330.310712,12147.51623,11631.90232,29874.99228,58489.48427,79523.17105,2890.134368
ENSMUSG00000028584,354.2712385,3483.789474,63386.17835,2447.571796,10678.871,16083.9011,42975.20044,4099.337815
ENSMUSG00000028587,203.5931423,3644.203733,3576.20595,13904.05356,10219.14352,16298.49342,81954.0979,2404.736842
ENSMUSG00000028589,84.52712385,2701.545338,2216.835812,2070.059068,837.1746281,312.5,1849.703947,2048.686499
ENSMUSG00000028590,211.6212897,1930.136442,2905.483338,2786.905034,10922.89638,14182.59396,24862.07609,2140.856121
ENSMUSG00000028591,125.3367451,1274.661685,4401.2121,2383.590103,9058.318078,9598.668979,17736.69572,2034.477546
ENSMUSG00000028593,78.98669396,4075.402031,6653.711384,1963.859911,1141.619637,580.0105835,2243.141304,2964.482838
ENSMUSG00000028597,281.0097236,4583.390589,7471.410755,7439.685355,15298.14002,28946.64173,55001.36256,4224.455449
ENSMUSG00000028599,224.9902764,5532.312572,23254.79441,4983.968535,17483.24378,24296.05664,42996.94966,4466.692506
ENSMUSG00000028600,471.3945752,4133.256007,46686.89331,3651.200229,6322.128361,17077.67255,34634.44994,1983.777961
ENSMUSG00000028601,238.2737973,3185.389445,6134.821224,7970.854119,18501.23341,16536.28626,39757.41848,1890.586885
ENSMUSG00000028602,147.2041965,4016.291333,26055.82408,4071.430492,14233.94444,11962.20051,15320.21882,3776.582952
ENSMUSG00000028603,194.6340839,3097.590174,1570.762514,6234.766161,8926.134439,9950.537614,21213.20359,2420.66147
ENSMUSG00000028607,147.2415558,2873.506293,8006.268378,6794.739345,9174.579662,15147.62707,38434.08574,4395.387872
ENSMUSG00000028608,362.808086,3234.671768,3486.539188,22143.01502,12786.04062,25668.15654,49982.84261,3909.598398
ENSMUSG00000028609,312.8797339,5181.673699,4867.388372,18819.41934,10657.84418,21807.87657,73780.59289,2669.900172
ENSMUSG00000028610,360.2824974,4046.332809,31627.0979,4380.88494,11127.14981,19562.46925,37412.54498,3759.06865
ENSMUSG00000028612,219.0020471,4317.186284,11699.60033,6460.016519,7846.412328,4763.326087,8875.168836,3684.787185
ENSMUSG00000028613,670.7512794,2873.772383,21081.81422,7079.185498,12811.9473,37089.39467,87361.05778,2268.951087
ENSMUSG00000028614,288.462129,4103.806064,3551.674914,18945.43078,17749.27009,23710.04848,75380.30664,1995.962243
ENSMUSG00000028617,559.8761515,5806.89159,5178.388372,5358.858696,9067.009153,23492.50372,49215.84868,2774.559926
ENSMUSG00000028618,317.9841351,4081.352474,3795.05635,12592.56157,16407.61656,38191.7598,98952.11842,2986.806279
ENSMUSG00000028619,316.4007165,4163.340389,3954.92091,13445.17255,15335.93435,36245.31028,96018.11842,3047.279534
ENSMUSG00000028621,300.8925281,4580.339245,8450.303633,13654.26259,9896.312071,17435.24035,71884.81565,6225.432065
ENSMUSG00000028622,302.618219,4599.74907,6790.747426,17955.74886,10538.61485,18458.94265,85514.41655,5829.218464
ENSMUSG00000028626,289.5946776,2314.665403,24966.38437,2783.30585,14207.98012,18434.99714,24123.67227,2588.185641
ENSMUSG00000028629,300.1796315,2925.856836,3607.270237,11488.25272,5342.569651,10756.79863,51613.14638,2687.383939
ENSMUSG00000028630,589.406346,2718.457451,12214.45259,6098.555707,11306.56379,19031.13794,47555.27846,3419.762872
ENSMUSG00000028631,505.1212897,3105.787185,61717.5615,3449.520237,12328.41033,24511.16998,24476.70609,3603.286971
ENSMUSG00000028633,432.035824,4498.239416,6506.043764,13204.79362,10876.86048,24622.22855,87511.17434,2348.556922
ENSMUSG00000028634,300.0255885,5790.064788,9928.123141,3708.429491,14936.08689,12493.02717,14424.81886,2661.905964
ENSMUSG00000028635,299.5230297,3850.750286,23551.25014,7065.0876,18147.52961,14892.8165,26535.47333,2540.914545
ENSMUSG00000028636,333.1653019,3184.66905,7096.393736,8148.730263,9019.979691,21147.28733,63310.1275,3182.952732
ENSMUSG00000028637,283.7149437,1599.11599,4926.787328,6562.733481,12808.98656,21770.06608,34321.28704,3342.354834
ENSMUSG00000028639,404.3904811,4628.896024,4393.415546,19554.68686,16749.5738,41548.58288,126461.4023,2912.181207
ENSMUSG00000028640,649.8582395,2042.377932,49914.59318,8424.814574,12359.51445,46712.26108,106774.5712,2140.889731
ENSMUSG00000028641,527.531218,2761.460884,9096.56722,11647.33967,9778.574585,15584.11249,104275.7268,3263.32909
ENSMUSG00000028642,530.9176049,2749.897669,9018.099614,12113.37564,8909.269951,14566.97797,102496.7065,3271.722397
ENSMUSG00000028643,409.2717503,2973.157609,7446.389016,5926.697225,5554.076373,7561.74907,27309.77338,4085.591819
ENSMUSG00000028644,143.5562948,3327.305349,10584.97068,2524.887729,3641.889302,1058.041905,3489.661613,2336.834096
ENSMUSG00000028645,539.0905834,4908.083166,6321.514302,28521.38823,28256.44715,54043.80907,154506.4615,3994.925415
ENSMUSG00000028646,491.1335722,2360.610412,3387.850329,17818.30749,16086.0517,30202.20738,93846.82316,2628.581164
ENSMUSG00000028647,459.6581372,3357.675701,1620.734482,9582.363129,14018.85777,15802.5984,38688.71768,2496.583667
ENSMUSG00000028648,282.1514841,2618.253432,3436.361842,5917.695795,9179.085312,14022.46796,37271.81343,2565.282609
ENSMUSG00000028649,397.3219038,2757.449943,15934.24685,9729.122426,16644.39731,11141.26287,26448.52074,2676.423627
ENSMUSG00000028651,270.4094166,2941.709382,4532.453804,13360.64509,11828.2889,16395.10955,57568.3607,2077.881007
ENSMUSG00000028653,322.2185261,4002.17663,2938.608696,12077.86499,21876.87993,21822.4779,60886.754,2344.30399
ENSMUSG00000028654,591.1028659,5939.641876,15079.29205,7107.983052,17052.4538,27980.15732,84316.16226,2515.597612
ENSMUSG00000028655,274.2282497,3708.51845,57885.03819,4174.439788,6112.862986,15430.15446,26295.47132,2623.47583
ENSMUSG00000028656,346.790174,4016.830664,6359.787328,7561.951945,16737.56071,35237.91219,98334.01409,3958.058996
ENSMUSG00000028657,226.3275333,3759.201516,6724.07909,4655.550129,6744.664116,11477.1087,37006.10805,1899.236556
ENSMUSG00000028661,373.6663255,3517.208166,60556.23591,3130.834239,8199.863272,10155.66047,21515.27674,3754.94365
ENSMUSG00000028664,630.383828,2337.598684,23882.40432,5631.766018,12710.42427,16322.51781,63940.33281,2264.991562
ENSMUSG00000028668,384.370522,2444.714245,2913.108767,4774.198084,11672.64409,16768.37986,48104.31579,1901.111842
ENSMUSG00000028669,306.6775844,6312.880864,3936.52274,11461.22182,16442.6087,24065.01838,68233.66154,2133.559854
ENSMUSG00000028670,299.5307062,3623.973684,4856.308281,16224.18307,12525.62629,20166.23992,74867.2402,3518.54877
ENSMUSG00000028671,457.6709314,4617.25143,7723.780106,11077.45481,10575.75243,22556.08545,74850.13637,3255.452946
ENSMUSG00000028672,401.2712385,2638.086599,5270.951945,5341.104334,9714.438358,17501.39259,43507.90525,1286.071081
ENSMUSG00000028673,308.6509724,4399.83524,9549.465604,11741.55034,11459.13487,14103.32873,52311.86356,2945.014874
ENSMUSG00000028675,245.468782,2871.609268,2852.695152,19890.70581,25742.41762,31306.27081,60884.05049,2629.541333
ENSMUSG00000028676,511.6525077,2924.364202,4368.032966,15007.23706,15312.4478,33751.57466,103538.2726,1528.566076
ENSMUSG00000028677,628.1995906,3866.763658,36405.09253,3610.181279,7428.402961,27352.71768,55049.34289,2350.978761
ENSMUSG00000028678,222.6095189,4242.024027,3479.834239,20633.71489,7902.147168,19047.39517,68616.52331,1806.087672
ENSMUSG00000028680,532.8899693,3497.485769,8686.069794,14593.69816,28881.41619,37515.29705,70906.26623,5836.606765
ENSMUSG00000028681,297.2205732,3262.614703,4511.405463,8607.741276,27590.79319,31985.79305,56584.13594,2442.03411
ENSMUSG00000028683,183.9907881,4260.853761,3180.874428,13752.45209,8016.729047,13922.56894,47722.246,2374.163258
ENSMUSG00000028684,471.5532242,3046.269308,6606.735984,12160.31372,24143.09818,27055.27031,76908.07559,3141.673699
ENSMUSG00000028687,348.1274309,4309.330163,5709.205092,27784.83102,9323.655249,28166.74399,107753.5717,4194.734768
ENSMUSG00000028688,348.7799386,4412.770309,5838.998856,28822.83531,9527.104119,28944.10634,109047.9102,4246.183781
ENSMUSG00000028689,223.3582395,4163.29877,2070.821796,10728.78583,11587.79963,31716.42334,66927.13751,1632.20974
ENSMUSG00000028690,227.4211873,4116.741848,2033.329519,11484.94987,11275.33596,30835.39631,66262.59775,1752.461885
ENSMUSG00000028691,307.3812692,2844.268593,2039.171982,20571.18128,20711.62993,37106.9661,98982.78247,2610.302918
ENSMUSG00000028692,218.9564995,3694.235698,3901.013372,17008.03862,17578.87664,25560.39388,96903.92899,3861.144665
ENSMUSG00000028693,322.6867963,995.3468249,1760.227546,8343.221181,7931.832737,22410.34489,93207.53676,2164.599542
ENSMUSG00000028696,314.7446264,3322.168192,3602.203947,6579.385297,10267.67534,15346.37157,44922.4232,1460.29355
ENSMUSG00000028698,482.7123849,2711.376788,5462.256793,1719.465961,5115.77889,20085.91919,54760.82001,1812.067363
ENSMUSG00000028699,259.6867963,2564.05492,7302.113129,6072.621568,24528.3459,9438.28218,11150.66776,4430.060784
ENSMUSG00000028700,445.0266121,4109.189645,6039.934711,19018.9528,9351.642091,20158.1619,53651.42756,3942.93607
ENSMUSG00000028701,261.6238485,3310.202589,12027.79384,4010.948942,20046.42491,24708.47948,42291.46167,2262.854334
ENSMUSG00000028702,438.4969294,2410.730978,3440.863701,11393.6471,15858.89402,34128.4887,81180.76924,2164.746353
ENSMUSG00000028703,470.4211873,3018.652674,7009.429133,8925.967749,15758.82973,27619.69344,117628.7898,3238.226688
ENSMUSG00000028706,229.4616172,2528.288473,2773.531894,7138.08617,10232.35805,23575.30656,55803.17949,2841.814717
ENSMUSG00000028707,562.0342886,4369.884439,101604.795,3156.537757,13864.11063,23061.83817,34538.99614,1729.209382
ENSMUSG00000028708,124.6760491,5068.804991,6423.551702,11557.02102,11985.56286,14804.56128,38327.30521,3827.579519
ENSMUSG00000028709,222.1960082,4961.987414,8522.173627,8301.14488,23756.88673,24359.96896,47864.94787,4688.134582
ENSMUSG00000028710,248.1601842,5292.98248,5813.253933,10859.61728,11118.59733,24222.07609,65150.42978,3553.550343
ENSMUSG00000028712,92.709826,50,75,125,0,0,0,175
ENSMUSG00000028713,173.5414534,2130.014803,6411.508081,1678.507437,1720.325801,554.2477117,2626.599542,2769.250644
ENSMUSG00000028715,95.51484135,4114.957594,2915.198656,4318.82766,1420.711814,516.590389,1706.190217,4349.866562
ENSMUSG00000028716,272.488741,5604.622211,15978.22962,3590.063501,7667.587028,4787.779462,7784.145953,4734.62593
ENSMUSG00000028717,430.3833163,3102.315932,86051.35762,4005.784897,11090.94208,24466.89695,31056.82244,2552.557923
ENSMUSG00000028718,336.6791198,4925.4877,3380.881007,10463.0266,12314.77531,22147.15017,69670.71224,2522.238129
ENSMUSG00000028719,258.3899693,4141.773813,3752.639731,6795.865704,7381.050415,18407.89102,74575.20888,1999.736842
ENSMUSG00000028729,290.8357216,2619.125715,4965.288043,26635.83074,11863.11685,17990.0984,72679.47604,3974.148455
ENSMUSG00000028730,292.2865916,2775.066934,5434.328089,22908.28418,10942.3095,16877.06086,70003.74206,4086.50236
ENSMUSG00000028736,478.4027636,1580.515589,116915.5415,2356.806064,15277.31364,20795.19158,24791.64588,2615.437929
ENSMUSG00000028737,559.6125896,2938.721753,6732.395094,9670.518807,19911.16083,23475.91111,50905.29026,2738.166476
ENSMUSG00000028738,164.0255885,3862.732408,11544.73134,8058.473112,1746.723112,784.4296339,6041.842606,3435.735555
ENSMUSG00000028741,364.5777892,3256.341891,5589.120638,26748.70202,12784.27317,32086.66848,145774.3932,4242.175558
ENSMUSG00000028743,632.3966223,3284.524027,13307.03533,10934.53082,14231.90475,23339.63315,101141.5447,3872.595037
ENSMUSG00000028744,632.3966223,3308.808567,13394.54355,11010.33674,14302.11856,23385.81736,101227.1204,3889.272669
ENSMUSG00000028745,539.7354145,4238.483767,5348.615561,14769.91676,26368.434,38061.33081,97927.14159,4219.342391
ENSMUSG00000028747,489.4877175,2374.298126,56206.48455,2654.303204,4907.707308,14506.96539,44467.76137,2696.982981
ENSMUSG00000028749,179.1146366,5554.491419,12615.2726,2992.981407,5914.879577,2057.682208,5618.619279,3699.660255
ENSMUSG00000028750,300.4099284,4460.621925,8031.249928,3477.069007,11487.4473,12210.22082,19725.10741,4811.22018
ENSMUSG00000028751,188.4877175,3169.240561,10958.49528,3469.095538,8464.19365,11837.77632,13134.85383,3256.315289
ENSMUSG00000028753,97.10593654,1744.967391,8944.295338,1966.986556,2673.085097,903.1315789,3078.595252,2626.733982
ENSMUSG00000028755,172.8802456,2513.927846,12552.42055,2177.766304,7112.747783,7338.929634,15532.3509,2673.759511
ENSMUSG00000028756,545.3244626,4495.265089,4002.315861,4901.259296,12358.67506,8324.863129,40228.24807,5012.926344
ENSMUSG00000028757,525.0342886,3242.819651,4587.351116,15475.10719,10839.46932,19268.03089,89265.5542,3013.453518
ENSMUSG00000028758,429.9150461,4308.06536,26155.81457,7923.217963,8608.677703,11397.47125,38275.30063,3530.65861
ENSMUSG00000028759,842.4825998,2375.355263,4271.456951,8458.799485,14216.08245,19808.75958,89984.14023,2898.265089
ENSMUSG00000028760,470.9216991,2150.46117,13484.66612,12453.21639,12331.22054,18814.36549,54561.58274,3495.267449
ENSMUSG00000028763,538.4897646,4362.576588,8041.750143,10734.47054,32806.01809,57540.08696,108560.1927,3603.606264
ENSMUSG00000028766,223.1827021,4116.616848,13943.70395,16478.25443,30951.23219,37426.87843,53892.07416,3824.23627
ENSMUSG00000028771,493.9058342,4126.457308,4507.183924,5451.057423,12134.13451,20265.60398,80421.0093,1377.436928
ENSMUSG00000028772,158.6653019,3259.147669,3885.419265,15546.06178,3791.021096,953.4018879,3449.174414,2251.425129
ENSMUSG00000028773,246.5307062,4123.088959,13979.77031,23078.92913,29600.12965,45725.5615,84619.22626,3738.820795
ENSMUSG00000028776,327.9667349,5624.866419,18244.45144,4432.951301,21204.16719,22620.74292,31070.97619,5169.664545
ENSMUSG00000028777,57.39201638,4393.584811,3139.324228,2690.58617,1300.571582,820.1521739,1667.848684,2648.807637
ENSMUSG00000028778,209.9580348,5071.318364,41409.82273,3634.68278,7931.719537,12865.79133,41846.55728,3899.827231
ENSMUSG00000028779,272.5731832,6147.589531,8851.706808,6035.33238,16492.54713,18349.10333,61504.54691,3615.453089
ENSMUSG00000028780,242.6397134,2969.519451,11912.7751,3965.817291,5367.273455,8915.637872,26562.69308,2410.013086
ENSMUSG00000028782,219.437564,3847.610126,58522.07587,3613.378432,5080.174414,9653.754577,21692.58574,4606.416476
ENSMUSG00000028784,133.4339816,3658.264088,6414.670481,2358.03504,1607.381507,1032.548126,2328.963959,1395.426487
ENSMUSG00000028785,308.8132037,3548.397883,32677.10433,4612.465318,13008.36084,16973.22132,28773.12243,4346.783753
ENSMUSG00000028786,276.8920164,4702.25236,26291.43936,4706.559425,12698.62886,18028.4405,31990.23992,1967.257008
ENSMUSG00000028788,396.0798362,4069.656894,4220.357051,10961.97211,23881.09926,33014.0655,82204.07909,2795.074728
ENSMUSG00000028789,389.3607984,5204.686999,8557.507294,10289.09783,17422.58202,26309.55835,67901.10684,3817.935069
ENSMUSG00000028790,315.9298874,2886.613844,7387.749499,6636.423341,12659.14652,24452.51387,112785.457,1736.225186
ENSMUSG00000028792,357.2108495,5026.814717,4783.672769,14383.44823,27017.73005,32871.78661,64736.68736,2981.003719
ENSMUSG00000028793,371.8567042,4166.267949,3077.862843,12543.41862,19070.9661,23779.1624,71920.73448,4176.410255
ENSMUSG00000028794,171.332651,5629.994637,10875.53032,4691.984482,3500.613058,2038.872998,4683.204019,5483.214817
ENSMUSG00000028795,287.7763562,4250.760369,5720.146596,13465.40646,19749.24156,33860.62772,37356.77253,3393.403318
ENSMUSG00000028796,200.618219,5659.915403,17817.8775,2897.405392,4985.05492,1647.713673,8279.757151,4070.104405
ENSMUSG00000028797,303.8879222,2885.497354,4911.236628,21986.997,18230.36771,22236.2967,80703.2716,2406.629648
ENSMUSG00000028798,304.328045,2858.8376,4932.890375,22017.60498,17940.78804,22080.45245,80529.98627,2395.123212
ENSMUSG00000028799,127.6647902,1871.627646,11913.51559,7935.434425,8761.856407,8108.961098,11586.40961,2374.138158
ENSMUSG00000028800,440.1642784,2626.898026,2317.845681,10920.00908,14725.39595,24155.91876,64025.86127,2479.048555
