Gene,DNAse,H3K20me3,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K9me3
ENSMUSG00000072567,69.37922211,6782.228833,2091.223398,3382.011656,469.465103,432.9375715,2563.756507,5617.415618
ENSMUSG00000072568,201.1990788,3295.014231,37975.48992,5056.082737,6064.758224,21118.34375,80204.86234,3492.178704
ENSMUSG00000072569,185.5092119,3429.203947,36985.26094,5306.275672,7063.127288,21331.60898,79898.40954,3872.48341
ENSMUSG00000072571,505.906346,4522.835097,4432.579519,8959.490918,36068.40632,70963.78261,125427.5808,3065.314073
ENSMUSG00000072572,136.839304,5059.11649,6014.150815,24383.79677,21961.29355,14263.50329,8905.826731,1883.976974
ENSMUSG00000072573,207.5977482,4614.940146,6420.926344,10880.16748,12816.75508,11882.44258,13554.78275,1835.713959
ENSMUSG00000072574,65.26816786,0,0,0,0,0,0,0
ENSMUSG00000072575,124.9334698,3077.740847,5186.971038,2621.385584,3059.150744,943.2860412,3354.602689,2198.89538
ENSMUSG00000072576,188.4324463,2014.067863,5379.756722,3005.635369,8767.67663,7410.776173,6343.856336,3076.662471
ENSMUSG00000072577,273.6187308,3731.771739,4076.558066,17704.54734,17213.30635,22316.31972,89747.09575,2575.71353
ENSMUSG00000072578,186.7415558,5713.630363,22720.27045,5568.368421,7658.076301,21021.69029,28075.69937,3437.815146
ENSMUSG00000072579,71.47134084,4056.960812,6007.524957,4649.149314,1589,934.8835812,3957.259582,3390.727045
ENSMUSG00000072580,424.6714432,5194.762157,4714.671982,15761.64109,21350.45845,21862.78754,57784.0615,1800.248498
ENSMUSG00000072582,87.64841351,3921.326516,2254.394665,32083.12915,13408.56965,4896.653819,6242.253933,2711.215246
ENSMUSG00000072583,109.618219,2880.578518,2306.601402,1549.209525,450,672.653032,2835.795051,3062.493135
ENSMUSG00000072584,90.30808598,3305.496854,3060.370423,3511.821224,1572.023741,1044.035469,4279.596682,3308.2126
ENSMUSG00000072585,260.0788127,3303.980549,1287.025386,6145.173055,13452.78397,19693.77646,52729.94408,1499.22397
ENSMUSG00000072587,155.7323439,5484.862057,27400.35584,2703.329233,10918.05649,13014.94551,22042.12185,3109.763444
ENSMUSG00000072588,58.80962129,2857.50994,1267.010584,1321.618135,339.0421196,453.3621281,457.3387443,1378.410398
ENSMUSG00000072589,170.0967247,4594.442291,15240.64309,6200.681779,4326.479977,2114.252074,6580.888372,3690.057351
ENSMUSG00000072590,233.3362334,3195.079734,8658.506507,5030.326087,13626.96947,6508.431994,11792.0467,3435.793192
ENSMUSG00000072591,572.752303,3642.863272,42962.91698,4764.957451,18341.05199,37501.07752,92574.59175,3220.525029
ENSMUSG00000072592,68.18423746,2095.447011,1062.805063,958.9247712,560.7700229,283.2093822,767.1510297,663.3546196
ENSMUSG00000072594,97.62845445,0,0,0,0,0,0,0
ENSMUSG00000072595,193.9779939,0,0,0,0,0,0,0
ENSMUSG00000072596,120.3633572,0,0,0,0,0,0,0
ENSMUSG00000072598,96.32804504,0,0,0,0,0,0,0
ENSMUSG00000072599,129.4539406,0,0,0,0,0,0,0
ENSMUSG00000072601,121.0506653,0,0,0,0,0,0,0
ENSMUSG00000072602,60.51586489,0,0,0,0,0,0,0
ENSMUSG00000072603,52.22569089,0,0,0,0,0,0,0
ENSMUSG00000072604,52.75332651,0,0,0,0,0,0,0
ENSMUSG00000072605,66.75844422,0,0,0,0,0,0,0
ENSMUSG00000072606,74.51995906,0,0,0,0,0,0,0
ENSMUSG00000072607,74.19140225,0,0,0,0,0,0,0
ENSMUSG00000072608,67.92681679,0,0,0,0,0,0,0
ENSMUSG00000072609,50.36386899,0,0,0,0,0,0,0
ENSMUSG00000072610,70.90225179,0,0,0,0,0,0,0
ENSMUSG00000072611,60.29580348,0,0,0,0,0,0,0
ENSMUSG00000072612,269.1207779,3219.452446,2584.617062,13406.22876,14975.10798,26992.98763,117672.1708,2206.558066
ENSMUSG00000072613,54.45957011,0,0,0,0,0,0,0
ENSMUSG00000072614,78.39355169,4170.834525,2436.107551,2640.548913,1475.51988,738.6621854,2148.571796,3557.879148
ENSMUSG00000072615,121.7594678,389.9922769,230.1058352,265.7598684,157.3379577,113.221968,292.0612128,472.013873
ENSMUSG00000072616,65.72978506,875,0,225,0,75,450,441.3481121
ENSMUSG00000072618,104.8444217,5953.523384,11469.629,4165.937572,3795.197583,3231.232695,7148.972683,6966.140446
ENSMUSG00000072619,213.1944729,4662.780177,4423.175272,6106.325372,29720.32587,26880.45316,29719.71525,4935.271811
ENSMUSG00000072620,133.1519959,2968.357981,9362.533467,3077.726044,2097.290046,2422.590389,4120.082237,2548.952875
ENSMUSG00000072621,136.2328557,129.3140732,588.9519451,301.1281465,275.7739559,701.3364559,1071.247926,79.38443936
ENSMUSG00000072622,132.3357216,5520.26373,1333.810069,1333.156751,1738.572654,1281.049771,2560.592677,2745.857551
ENSMUSG00000072623,81.04094166,657.5011442,1271.810069,597.8649886,239.0457666,0,818.3684211,682.5583524
ENSMUSG00000072624,119.3756397,6039.190289,10105.05385,3039.895023,1674.400029,798.9201945,4294.058066,6013.649099
ENSMUSG00000072625,194.7190379,6651.999571,13321.60054,3666.306636,1998.336098,1559.555206,6639.112557,5221.138658
ENSMUSG00000072626,130.5143296,4020.316362,7087.996925,3483.492992,1359.174628,836.4439359,4813.61792,4896.01988
ENSMUSG00000072628,152.0772774,4903.418621,6335.318006,4532.859554,2318.734268,509.5323227,2926.499571,3873.065646
ENSMUSG00000072629,647.2543501,3553.683424,3519.177775,8726.557637,15047.0266,41792.37643,118897.233,2767.09139
ENSMUSG00000072630,473.1724667,3743.17613,40319.90754,4683.53833,10082.70795,18820.38773,70870.55921,2854.107337
ENSMUSG00000072631,415.6499488,2833.204376,2751.096324,11068.44201,13881.33646,20049.69944,68686.01502,1472.495423
ENSMUSG00000072632,360.9314227,6402.653318,5830.308352,6778.698656,9173.141018,4836.274886,10088.0527,4123.107194
ENSMUSG00000072633,146.9984647,2927.898741,10753.60512,3950.56486,11475.72032,6873.265446,7940.336885,3723.888229
ENSMUSG00000072635,85.27226203,3371.503933,1511.74714,3556.774457,710.8338101,351.6518879,2627.972969,4679.461241
ENSMUSG00000072637,410.1120778,4203.549342,11196.28397,8877.828804,5462.496138,7236.449585,11993.34418,4197.290904
ENSMUSG00000072638,88.23183214,4229.880435,2171.091247,21267.72426,3076.084954,589.4593822,1718.581236,2679.851974
ENSMUSG00000072639,213.3480041,2460.663043,5706.664831,19178.0856,7434.084168,4034.61599,6737.757294,2615.058781
ENSMUSG00000072640,195.4616172,3050.056922,6073.215461,11651.23527,6570.72111,4532.683138,6690.062715,3845.720752
ENSMUSG00000072642,85.06653019,2327.667692,4085.881936,2476.014302,481.5049342,341.6402317,1717.996997,4111.572869
ENSMUSG00000072643,255.5015353,4058.222182,44454.29977,3587.827303,7171.414688,12823.684,31414.03132,1558.57716
ENSMUSG00000072644,137.881781,6162.890017,10502.58045,5481.333739,3573.883367,2088.431851,7264.955378,4653.680277
ENSMUSG00000072647,160.4861822,3810.118993,5412.344608,13765.81307,3874.721253,2368.59089,5045.116419,3044.101545
ENSMUSG00000072648,484.5890481,3749.517735,7243.497712,9585.538687,13193.64595,27301.5655,95489.9789,1215.540332
ENSMUSG00000072653,143.0276356,2240.500143,1021.001716,2145.554062,6687.578375,1567,1060.693221,845.9679634
ENSMUSG00000072654,108.3183214,2101.603261,164.305635,595.2796053,310.6936499,0,340.3032037,695.8938787
ENSMUSG00000072655,112.6315251,3277.85655,1627.31865,1283.316576,989.0769451,57.62342677,1085.130721,2937.502288
ENSMUSG00000072656,133.5649949,3588.263658,3104.666691,1976.516447,747.8722826,918.8373141,2989.563573,4327.595323
ENSMUSG00000072657,125.0808598,3359.907251,1770.017234,6672.964602,26585.55671,28147.59461,18324.72676,2266.303347
ENSMUSG00000072658,176.5122825,5821.135584,4265.55542,25817.95838,24102.09904,6027.773384,8309.010226,4378.202374
ENSMUSG00000072660,196.604913,3833.00708,5986.817649,2807.459525,4536.802632,8357.253432,23010.66497,2503.598398
ENSMUSG00000072661,144.8909928,4047.350973,6249.257223,3182.587815,1483.331808,509.7254005,4065.93278,3706.02746
ENSMUSG00000072662,170.2697032,4146.871782,5306.879434,3927.812715,21559.57709,22279.20402,29957.28447,3039.898384
ENSMUSG00000072663,114.4856704,4095.017449,4356.016805,3167.117849,2103.488558,6703.347826,7535.408395,2743.391304
ENSMUSG00000072664,54.94114637,2008.273026,1405.819079,1391.009868,347.1414474,0,1066.134868,1908.118421
ENSMUSG00000072665,61.53172979,13.72997712,31.4416476,0,0,0,0,79.22196796
ENSMUSG00000072667,113.8321392,1680.866061,5974.798985,2037.800415,1507.92091,742.305492,3519.338458,2583.530034
ENSMUSG00000072668,102.3408393,3926.763158,3626.133438,3496.549271,1404.130721,972.6687643,1631.63401,1140.507509
ENSMUSG00000072670,166.5296827,4115.46732,5199.908967,3671.946153,11810.74807,9261.888086,7857.524743,2799.283252
ENSMUSG00000072672,124.6653019,0,0,0,0,0,0,0
ENSMUSG00000072673,357.464176,3346.894808,47590.57637,3800.230692,7971.98012,15633.87729,57422.58789,2630.408538
ENSMUSG00000072674,171.7640737,0,0,0,0,0,0,0
ENSMUSG00000072675,127.6729785,0,0,0,0,0,0,0
ENSMUSG00000072676,227.2400205,0,0,0,0,0,0,0
ENSMUSG00000072677,83.74667349,3309.579233,6074.069937,4376.56107,1890.572225,268.5583524,2805.315718,3584.47583
ENSMUSG00000072678,98.71033777,0,0,0,0,0,0,0
ENSMUSG00000072679,109.3863869,3936.716104,6858.473613,4693.760727,662.5998284,726.2650172,5121.263873,4863.932137
ENSMUSG00000072680,205.2190379,0,0,0,0,0,0,0
ENSMUSG00000072681,187.2579324,0,0,0,0,0,0,0
ENSMUSG00000072682,198.2482088,2390.496281,31117.85069,8193.457523,9755.922054,7974.899671,28479.25322,3576.529748
ENSMUSG00000072683,166.0808598,5538.96968,9314.528604,5419.390303,5733.292048,2129.234268,7190.109482,5427.668407
ENSMUSG00000072684,376.8408393,2900.826874,8369.296339,12403.42642,18457.62915,27872.26323,41913.68721,4819.33238
ENSMUSG00000072685,283.8587513,5850.088387,15309.93042,7223.513015,32061.16076,18683.9282,15037.40632,5058.944436
ENSMUSG00000072686,105.6612078,4788.20409,12314.85927,5050.772454,900,1262.164259,5298.504076,5960.569365
ENSMUSG00000072688,422.080348,5029.760798,7898.975186,6870.903461,18481.70917,31592.4114,75714.54112,4242.01659
ENSMUSG00000072689,106.8050154,3103.982981,5306.120995,37030.9666,12541.84504,4689.473541,17345.37807,4084.797125
ENSMUSG00000072691,99.52405322,7676.027889,3104.727403,3088.273455,2155.868278,1409.884654,3019.006436,7996.583381
ENSMUSG00000072692,159.839304,2736.330378,3257.071796,8654.41619,4771.38494,1461.487128,3462.670123,2551.562214
ENSMUSG00000072693,169.1658137,4802.448155,5095.173985,29539.60462,7634.615632,2222.974185,6371.095395,3640.708596
ENSMUSG00000072694,250.408393,569.3363844,252.9319222,5091.100257,2743.654891,1181.79405,2473.956665,1092.422769
ENSMUSG00000072695,153.7256909,1775.584096,8386.347826,1889.946796,4707.985698,3084.226545,6158.941648,3334.245995
ENSMUSG00000072696,81.27072671,0,0,0,0,0,0,0
ENSMUSG00000072697,100.0772774,2331.676702,2130.982551,12737.54148,13442.30792,5832.907108,9000.354405,3063.77603
ENSMUSG00000072698,351.1207779,3039.235197,4439.588387,12850.496,15039.80699,39099.48791,109356.4507,2089.922912
ENSMUSG00000072699,201.174002,4793.529033,3588.129291,21968.89981,18527.69336,19816.30184,93352.99857,4871.119708
ENSMUSG00000072700,226.9590583,3848.776816,3334.049056,4845.796196,18192.51116,17374.32773,23334.90246,2299.200515
ENSMUSG00000072701,104.9800409,1978.957094,706.6719108,455,225,450,225,1439.420266
ENSMUSG00000072702,73.80450358,2313.132008,1123.985984,1875.353833,2066.195652,461.9565217,1356.542763,2377.143307
ENSMUSG00000072703,86.74104401,5286.400815,2109.729834,2773.718392,1221.760584,280.7514302,2014.623641,3475.777603
ENSMUSG00000072704,125.908393,3654.163902,2900.295195,4366.425629,5315.540904,11885.5286,44185.88144,2184.268021
ENSMUSG00000072707,56.43500512,2590.706736,1278.27889,1040.93464,494.5406178,572.4882008,1288.66476,3423.396024
ENSMUSG00000072708,56.12487206,1091.694651,838.0446224,1490.824085,344.5386156,125,0,514.9385011
ENSMUSG00000072709,69.56908905,2646.157466,1577.50286,887.9087529,265.5303204,482.1779176,1819.77889,5007.088101
ENSMUSG00000072710,146.5532242,2643.799485,2784.414974,2704.68278,5210.223827,1512.490704,4553.281465,2615.892663
ENSMUSG00000072712,371.0962129,4178.90246,4591.877074,5344.919622,18940.57616,15004.62228,15143.01795,3115.413401
ENSMUSG00000072714,93.25895599,3263.988129,4931.341676,3150.749428,1234.690789,623.9664617,3297.969823,2961.286828
ENSMUSG00000072716,144.7983623,0,0,0,0,0,0,0
ENSMUSG00000072717,44.26305015,0,0,0,0,0,0,0
ENSMUSG00000072718,40.27482088,0,0,0,0,0,0,0
ENSMUSG00000072719,46.65660184,0,0,0,0,0,0,0
ENSMUSG00000072720,317.4483112,3860.344537,15393.73241,3734.856479,3742.650887,1277.273741,4958.379005,4076.897597
ENSMUSG00000072721,41.8408393,0,0,0,0,0,0,0
ENSMUSG00000072722,263.5726714,3022.849757,13016.96589,1472.537757,4400.873713,3660.985984,7573.88637,1343.203375
ENSMUSG00000072723,208.1269191,2495.728833,3551.035541,1877.308066,3357.313072,1384.969108,2308.784611,3588.013515
ENSMUSG00000072724,147.986694,0,0,0,0,0,0,0
ENSMUSG00000072725,123.6924258,0,0,0,0,0,0,0
ENSMUSG00000072726,120.1402252,0,0,0,0,0,0,0
ENSMUSG00000072727,196.9616172,0,0,0,0,0,0,0
ENSMUSG00000072728,117.8249744,0,0,0,0,0,0,0
ENSMUSG00000072729,105.0562948,0,0,0,0,0,0,0
ENSMUSG00000072730,218.1054248,5251.441505,11003.68049,5911.698799,7777.833381,4225.462386,9359.0123,5683.387157
ENSMUSG00000072731,552.3955988,0,0,0,0,0,0,0
ENSMUSG00000072732,122.567042,0,0,0,0,0,0,0
ENSMUSG00000072733,105.2134084,0,0,0,0,0,0,0
ENSMUSG00000072734,190.5030706,2967.399099,18002.02996,4382.972683,4374.952517,3572.238129,14453.10083,2450.805349
ENSMUSG00000072735,340.506653,0,0,0,0,0,0,0
ENSMUSG00000072736,134.5532242,0,0,0,0,0,0,0
ENSMUSG00000072737,113.6801433,0,0,0,0,0,0,0
ENSMUSG00000072738,117.5721597,0,0,0,0,0,0,0
ENSMUSG00000072739,309.3137155,0,0,0,0,0,0,0
ENSMUSG00000072740,371.006653,0,0,0,0,0,0,0
ENSMUSG00000072741,85.61207779,0,0,0,0,0,0,0
ENSMUSG00000072742,110.4918117,0,0,0,0,0,0,0
ENSMUSG00000072743,132.4979529,0,0,0,0,0,0,0
ENSMUSG00000072744,319.0317298,0,0,0,0,0,0,0
ENSMUSG00000072745,212.0562948,0,0,0,0,0,0,0
ENSMUSG00000072746,207.0005118,0,0,0,0,0,0,0
ENSMUSG00000072747,211.1873081,0,0,0,0,0,0,0
ENSMUSG00000072748,228.604913,0,0,0,0,0,0,0
ENSMUSG00000072749,143.752303,0,0,0,0,0,0,0
ENSMUSG00000072750,113.1284545,0,0,0,0,0,0,0
ENSMUSG00000072751,102.5900716,0,0,0,0,0,0,0
ENSMUSG00000072752,151.9288639,0,0,0,0,0,0,0
ENSMUSG00000072753,99.2604913,3689.785326,8275.644165,2138.718607,1328.5246,772.7025172,4382.035612,5421.25236
ENSMUSG00000072754,286.7451382,2591.853046,9060.129434,3043.833095,11913.29162,6178.224471,14598.05642,3336.837243
ENSMUSG00000072755,230.9012282,0,36.48226545,0,47.94050343,280.6932923,1427.525887,0
ENSMUSG00000072756,99.3567042,4672.389302,12501.66876,3372.189359,1943.701588,498.3358124,4253.713244,4601.375858
ENSMUSG00000072757,106.3311157,2099.542906,7396.97776,2499.933495,1189.150744,600.4540189,3138.241991,4358.264231
ENSMUSG00000072758,349.5010235,5903.296267,2185.251359,13775.09396,17324.9661,23138.03797,93967.05206,3582.613916
ENSMUSG00000072759,82.17553736,5304.465031,5289.513444,2510.274886,2033.54026,1987.269737,2946.294837,3868.601187
ENSMUSG00000072760,82.48925281,0,0,0,0,0,0,0
ENSMUSG00000072761,58.90992835,0,0,0,0,0,0,0
ENSMUSG00000072762,97.71494371,0,0,0,0,0,0,0
ENSMUSG00000072763,95.1555783,0,0,0,0,0,0,0
ENSMUSG00000072764,85.75742068,570.7761728,163.7371281,636,225,125,85.96967963,950
ENSMUSG00000072765,94.14431934,611.9565217,182.6086957,643.75,0,0,0,627.173913
ENSMUSG00000072766,108.5419652,0,0,0,0,0,0,0
ENSMUSG00000072767,84.51074719,74.51372998,33.53117849,0,29.80549199,33.53117849,33.60569222,33.82923341
ENSMUSG00000072769,315.783521,3771.765446,71624.04627,2391.973041,12802.80943,24687.02546,47138.55664,2170.31536
ENSMUSG00000072770,251.3991812,4722.062428,6633.090604,22192.11034,14439.34604,14359.72662,18248.39788,2451.229763
ENSMUSG00000072772,421.2763562,4510.703089,5510.660755,7514.989416,27047.19966,37190.79455,69563.99206,2062.31865
ENSMUSG00000072773,51.29068577,0,119.1933638,44.69751144,213.5547769,39.73112128,0,79.46224256
ENSMUSG00000072774,144.5501535,0,0,0,0,0,0,0
ENSMUSG00000072775,88.73899693,761.1149886,1990.607695,1307.220252,142.7783181,0,1070.93464,1382.170481
ENSMUSG00000072776,75.75281474,1893.073727,232.8303776,518.2048055,714.597254,218.75,239.0946796,1327.450729
ENSMUSG00000072777,77.72262027,744.9084668,343.2100973,572.5650744,420.7299771,0,258.1092677,163.0613558
ENSMUSG00000072778,62.06090072,308.9316362,203.9316362,865.604119,817.75,225,0,691.0755149
ENSMUSG00000072779,124.9002047,692,229.25,484,500,0,0,1142
ENSMUSG00000072780,113.2323439,1244.381579,473,870.0267449,459.0496281,0,225,1111.446224
ENSMUSG00000072781,65.42169908,892.2704519,274.9342105,1227.511942,704.9399314,217.1124142,32.60869565,1056.648312
ENSMUSG00000072782,49.185261,0,0,0,0,0,0,0
ENSMUSG00000072783,36.63306039,0,0,0,0,0,0,0
ENSMUSG00000072784,44.09416581,0,0,0,0,0,0,0
ENSMUSG00000072785,29.39713408,0,0,0,0,0,0,0
ENSMUSG00000072786,45.75844422,0,0,0,0,0,0,0
ENSMUSG00000072787,83.3024565,3637.304276,2978.683424,2055.875286,4780.094394,1287.252217,1296.574943,1787.458882
ENSMUSG00000072788,522.8899693,3205.493278,34145.28247,4391.200443,19177.70102,55726.8268,112501.1685,2946.698942
ENSMUSG00000072789,203.8633572,2497.387371,953.2996281,1503.050987,16291.50994,5364.091033,3780.184139,1673.100973
ENSMUSG00000072790,152.5905834,3912.630506,12755.83352,2399.521668,0,13543.15074,13712.2786,2210.285755
ENSMUSG00000072791,90.65711361,3807.378361,3796.082094,2343.752002,0,2406.495352,2619.790832,1784.321224
ENSMUSG00000072792,394.1448311,3727.075515,45889.18114,4775.928418,0,17403.4641,27463.48548,2822.624428
ENSMUSG00000072793,312.4825998,2348.183567,8840.725901,13466.75236,17517.70888,46255.34554,70349.1757,2000.923269
ENSMUSG00000072798,59.84800409,0,0,0,0,0,0,0
ENSMUSG00000072805,72.08853634,4587.782251,5694.117348,2960.101545,1736.710884,1716.295481,2540.072368,2866.631293
ENSMUSG00000072806,106.1653019,5756.251931,6592.990918,3892.836241,0,582.576087,6953.614989,6032.860054
ENSMUSG00000072807,640.4570113,1549.056779,25315.66605,2524.545552,13780.47561,63847.68872,170404.8045,1718.260798
ENSMUSG00000072808,66.40327533,1535.86034,1512.388444,28117.64095,1212.027174,1151.092677,1866.688501,2569.040904
ENSMUSG00000072809,526.4861822,3412.830592,5557.556922,4615.399528,11376.48927,43289.6988,144307.6781,3542.198799
ENSMUSG00000072811,297.883828,3473.772025,12155.00701,3525.113201,0,20887.76959,45644.04748,3686.811213
ENSMUSG00000072812,251.5716479,3308.238558,11706.5035,5279.648241,0,1891.184425,6904.743636,4140.910398
ENSMUSG00000072813,52.38331627,0,0,0,0,0,0,0
ENSMUSG00000072814,41.69856704,0,0,0,0,0,0,0
ENSMUSG00000072815,43.04145343,0,0,0,0,0,0,0
ENSMUSG00000072816,23.56806551,0,0,0,0,0,0,0
ENSMUSG00000072817,40.00767656,0,0,0,0,0,0,0
ENSMUSG00000072818,53.23899693,0,0,0,0,0,0,0
ENSMUSG00000072819,50.74667349,0,0,0,0,0,0,0
ENSMUSG00000072820,41.80910952,0,0,0,0,0,0,0
ENSMUSG00000072821,39.55578301,0,0,0,0,0,0,0
ENSMUSG00000072822,37.09416581,0,0,0,0,0,0,0
ENSMUSG00000072823,25.75742068,0,0,0,0,0,0,0
ENSMUSG00000072824,31.97952917,0,0,0,0,0,0,0
ENSMUSG00000072825,600.7666325,3742.517234,8861.375072,10278.1127,0,31510.57845,74400.77567,3589.866991
ENSMUSG00000072826,168.0414534,0,0,0,0,0,0,0
ENSMUSG00000072828,373.5030706,5114.831307,7569.219394,5024.599256,29169.34404,36371.69201,34430.26688,3748.682065
ENSMUSG00000072829,223.4964176,2118.83667,19917.63229,1311.645166,1134.925915,1938.101831,5296.944222,4881.617634
ENSMUSG00000072830,356.9872057,3301.680349,53393.68671,3283.930993,0,26824.63072,32718.52181,4728.607838
ENSMUSG00000072832,331.2185261,4620.087457,11874.03847,3475.157037,4178.641876,4962.552989,6259.835812,5491.298699
ENSMUSG00000072833,81.54759468,6119.409253,6902.280892,3805.887085,3716.62028,1504.883224,2855.798484,4517.652531
ENSMUSG00000072834,105.6289662,6693.904176,2009.788186,562.4852689,409.9656751,426.2734554,2411.03504,3577.073155
ENSMUSG00000072835,72.84800409,2040.531751,4319.361485,2724.84282,967.1776316,473.6770595,2118.012443,1920.568721
ENSMUSG00000072838,136.9396111,2641.585169,1728.738201,6421.593178,3721.819723,861.2771739,1568.327517,1535.977403
ENSMUSG00000072839,259.7251791,5246.777961,2966.922697,15142.15747,0,13557.38101,70571.95874,4558.676773
ENSMUSG00000072840,179.5230297,3448.806422,5208.428061,9709.304205,0,4827.848899,8488.113201,4693.958453
ENSMUSG00000072841,74.97134084,3758.262586,4273.67091,2893.186284,1460.356622,599.5360412,2812.790618,1838.924914
ENSMUSG00000072842,194.4795292,2479.649385,21800.52324,6115.224042,0,3508.261871,9507.036685,3692.159969
ENSMUSG00000072843,185.3029683,3060.6127,14103.73212,1875.763229,4162.761299,5045.725973,7206.124857,1614.461957
ENSMUSG00000072844,222.0460594,39400.4907,20943.99356,206129.7283,54582.75894,26508.96446,28126.315,36407.71947
ENSMUSG00000072845,65.6555783,2260.32151,1315.12786,104.4819079,1022.128432,650,1426.552346,2367.722755
ENSMUSG00000072847,166.3879222,3826.545695,3620.322654,21865.83045,7431.472969,1445.39345,6145.421267,2447.386513
ENSMUSG00000072849,73.33623337,1205.489631,1340.370995,1020.15339,0,73.97368421,1514.249356,938.340103
ENSMUSG00000072852,193.0680655,1585.67663,1864.654891,23065.55435,20357.29348,14023.44293,9833.817935,1624.331522
ENSMUSG00000072853,128.8004094,5906.5251,6530.248856,16730.88079,6477.833381,2132.124428,6090.556064,4629.61978
ENSMUSG00000072854,134.241044,4451.918335,9732.984053,2427.864703,1646.587529,2266.774886,7714.052775,2252.847826
ENSMUSG00000072855,309.0363357,2081.587529,28480.17091,2855.872712,6582.400744,10020.48162,39020.75315,3303.986055
ENSMUSG00000072856,590.1970317,4510.009296,1880.850257,5599.922769,9497.78218,18397.23405,60014.78204,1020.557995
ENSMUSG00000072858,184.7001024,2042.789617,7080.268164,3183.654033,0,2373.87357,5769.102546,2727.236914
ENSMUSG00000072860,28.71392016,0,0,0,0,0,0,0
ENSMUSG00000072861,35.78915046,0,0,0,0,0,0,0
ENSMUSG00000072862,67.68423746,846.645881,1284.111914,734.1069794,235.4369279,139.9170481,1678.78883,2051.006007
ENSMUSG00000072863,30.92067554,0,0,0,0,0,0,0
ENSMUSG00000072864,42.85209826,0,0,0,0,0,0,0
ENSMUSG00000072865,35.64994882,0,0,0,0,0,0,0
ENSMUSG00000072866,40.98004094,0,0,0,0,0,0,0
ENSMUSG00000072867,36.38382805,0,0,0,0,0,0,0
ENSMUSG00000072868,34.85107472,0,0,0,0,0,0,0
ENSMUSG00000072869,34.2937564,0,0,0,0,0,0,0
ENSMUSG00000072870,21.37871034,0,0,0,0,0,0,0
ENSMUSG00000072871,64.73439099,1796.548341,2327.242849,1976.973827,1640.014159,1147.537185,3515.880721,1240.425629
ENSMUSG00000072872,681.54913,5371.817935,5023.670838,14676.70774,23272.00644,33106.74635,60228.0457,5217.210812
ENSMUSG00000072874,172.0051177,3109.603976,42723.72948,3117.567792,9248.216104,1889.002217,8291.381936,2825.721467
ENSMUSG00000072875,371.2113613,3847.426916,27668.48062,3478.759868,4781.737128,10498.15518,44454.73298,3148.432566
ENSMUSG00000072876,149.4836233,2440.526316,10148.23684,2441.157895,0,1502.921053,3324.697368,4154.539474
ENSMUSG00000072877,207.0609007,3299.631722,6644.111199,48192.54133,0,3106.948656,9599.921625,5811.915761
ENSMUSG00000072878,125.8935517,5262.890089,5908.006865,4193.328447,3052.425629,1561.187071,4106.285255,4206.10841
ENSMUSG00000072879,745.7630502,5272.509797,9156.320867,6657.65339,14908.5861,22124.60848,71459.74485,2941.811427
ENSMUSG00000072880,198.9298874,5114.545338,39638.29319,2613.463601,0,9816.813787,17462.35798,2497.231407
ENSMUSG00000072881,165.5716479,1139.974256,29732.8529,1985.210884,3076.342034,10729.93736,24048.56128,661.7419908
ENSMUSG00000072882,187.0148414,3690.831093,8662.522097,5207.143879,0,3047.397955,5794.286828,4875.966319
ENSMUSG00000072883,58.40890481,2015.161971,1163.576588,1258.435498,400.1644737,881.5932494,413.1864989,620.9703947
ENSMUSG00000072884,201.3812692,4084.060498,3965.167692,5318.814717,0,16436.50794,23164.87171,2924.528032
ENSMUSG00000072885,103.0905834,4934.05778,4381.525672,9150.271024,5111.927918,1331.10984,4546.530892,4270.596968
ENSMUSG00000072886,439.4877175,3610.825229,2831.557208,11094.94136,0,32861.99721,116304.3192,6242.033109
ENSMUSG00000072888,45.54964176,0,0,0,0,0,0,0
ENSMUSG00000072889,90.31269191,3433.785898,1569.436785,8911.977832,1523.382866,417.8895881,2074.052489,2040.27131
ENSMUSG00000072890,164.321392,5768.334954,4535.470895,30091.45144,22688.59718,8723.609411,9517.924771,2779.746854
ENSMUSG00000072891,185.055783,1856.74099,1333.167048,3156.37736,8326.874642,14804.73842,50063.26087,383.7099542
ENSMUSG00000072892,292.3935517,4169.103404,6545.216962,4818.809854,12439.30442,14370.26244,18133.16926,4931.613987
ENSMUSG00000072893,744.888434,4063.823656,6534.957165,31505.16547,20486.01359,28991.93543,102542.6448,2801.454805
ENSMUSG00000072894,203.9283521,3475.270666,2526.920266,3619.258867,1589.957237,1133.937786,3591.962672,5997.803132
ENSMUSG00000072895,72.02712385,3190.695009,3516.850615,2746.981622,0,579.9382151,1183.196868,2677.059497
ENSMUSG00000072896,279.1187308,1357.626216,3103.622712,2365.076802,3606.075086,9318.772883,34718.66197,1004.941362
ENSMUSG00000072897,228.513306,229.21875,62.94336384,65.32122426,0,31.47168192,31.47168192,31.47168192
ENSMUSG00000072899,137.2732856,5944.626073,7634.69887,9714.761513,2911.004005,3809.165904,14094.18013,3600.846539
ENSMUSG00000072901,97.76407369,96.7298341,426.8693507,1358.515661,67.82008009,230.7494279,289.9385011,388.5755149
ENSMUSG00000072902,173.1596725,2978.646453,11866.93357,2319.334883,2076.756293,1079.915618,4796.460812,2419.659611
ENSMUSG00000072903,93.25025589,0,0,21.50800915,0,0,0,0
